#time =  3.6000071E+02
#  y    y+    uu+    vv+    ww+    uv+    tt+    ut    -vt
  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00  0.000000000E+00              NaN              NaN              NaN
  8.132169850E-04  1.449539823E-01  2.874327268E-03  3.398365677E-08  8.173740464E-04 -2.326902134E-06              NaN              NaN              NaN
  1.665921199E-03  2.969464687E-01  1.204432000E-02  5.737650850E-07  3.310042157E-03 -2.018437164E-05              NaN              NaN              NaN
  2.559993823E-03  4.563127753E-01  2.840120693E-02  3.059874820E-06  7.533002344E-03 -7.389503324E-05              NaN              NaN              NaN
  3.497402035E-03  6.234035466E-01  5.293778290E-02  1.017956231E-05  1.353240134E-02 -1.900786751E-04              NaN              NaN              NaN
  4.480202568E-03  7.985853907E-01  8.675625563E-02  2.613740175E-05  2.134411454E-02 -4.029708368E-04              NaN              NaN              NaN
  5.510545394E-03  9.822415348E-01  1.310686387E-01  5.693680922E-05  3.099215338E-02 -7.558412656E-04              NaN              NaN              NaN
  6.590677506E-03  1.174772500E+00  1.871950279E-01  1.106691282E-04  4.248718147E-02 -1.302479547E-03              NaN              NaN              NaN
  7.722946815E-03  1.376596796E+00  2.565636036E-01  1.978125291E-04  5.582588660E-02 -2.108732215E-03              NaN              NaN              NaN
  8.909806151E-03  1.588151634E+00  3.406922464E-01  3.315344104E-04  7.098989397E-02 -3.253929367E-03              NaN              NaN              NaN
  1.015381737E-02  1.809893657E+00  4.411647426E-01  5.279710259E-04  8.794461759E-02 -4.832042226E-03              NaN              NaN              NaN
  1.145765555E-02  2.042299695E+00  5.595987534E-01  8.065024358E-04  1.066402410E-01 -6.952553548E-03              NaN              NaN              NaN
  1.282411332E-02  2.285867524E+00  6.975958376E-01  1.189960636E-03  1.270111859E-01 -9.740629940E-03              NaN              NaN              NaN
  1.425610523E-02  2.541116655E+00  8.566675779E-01  1.704854518E-03  1.489770023E-01 -1.333651992E-02              NaN              NaN              NaN
  1.575667222E-02  2.808589131E+00  1.038155833E+00  2.381530619E-03  1.724437724E-01 -1.789396754E-02              NaN              NaN              NaN
  1.732898620E-02  3.088850339E+00  1.243140845E+00  3.254262072E-03  1.973064986E-01 -2.357748363E-02              NaN              NaN              NaN
  1.897635469E-02  3.382489830E+00  1.472329571E+00  4.361285032E-03  2.234521614E-01 -3.055833348E-02              NaN              NaN              NaN
  2.070222542E-02  3.690122161E+00  1.725946782E+00  5.744869400E-03  2.507629720E-01 -3.900936231E-02              NaN              NaN              NaN
  2.251019117E-02  4.012387730E+00  2.003620581E+00  7.451157651E-03  2.791183748E-01 -4.909800172E-02              NaN              NaN              NaN
  2.440399441E-02  4.349953628E+00  2.304267196E+00  9.530052822E-03  3.083993613E-01 -6.097865964E-02              NaN              NaN              NaN
  2.638753217E-02  4.703514489E+00  2.626068875E+00  1.203511585E-02  3.384930369E-01 -7.478516582E-02              NaN              NaN              NaN
  2.846486076E-02  5.073793340E+00  2.966377350E+00  1.502316509E-02  3.692932646E-01 -9.062126561E-02              NaN              NaN              NaN
  3.064020051E-02  5.461542447E+00  3.321717673E+00  1.855396723E-02  4.007025617E-01 -1.085521272E-01              NaN              NaN              NaN
  3.291794050E-02  5.867544152E+00  3.687869310E+00  2.268995842E-02  4.326342227E-01 -1.285974748E-01              NaN              NaN              NaN
  3.530264319E-02  6.292611703E+00  4.059958970E+00  2.749584546E-02  4.650132232E-01 -1.507262279E-01              NaN              NaN              NaN
  3.779904894E-02  6.737590056E+00  4.432560307E+00  3.303771066E-02  4.977722078E-01 -1.748506991E-01              NaN              NaN              NaN
  4.041208042E-02  7.203356667E+00  4.799951472E+00  3.938301092E-02  5.308528756E-01 -2.008276452E-01              NaN              NaN              NaN
  4.314684685E-02  7.690822240E+00  5.156272346E+00  4.659920566E-02  5.642001344E-01 -2.284573594E-01              NaN              NaN              NaN
  4.600864803E-02  8.200931456E+00  5.495786488E+00  5.475312809E-02  5.977604599E-01 -2.574895684E-01              NaN              NaN              NaN
  4.900297817E-02  8.734663641E+00  5.813107252E+00  6.390990505E-02  6.314781355E-01 -2.876308564E-01              NaN              NaN              NaN
  5.213552935E-02  9.293033394E+00  6.103400725E+00  7.413177081E-02  6.652908668E-01 -3.185542963E-01              NaN              NaN              NaN
  5.541219470E-02  9.877091155E+00  6.362551166E+00  8.547634912E-02  6.991251854E-01 -3.499110023E-01              NaN              NaN              NaN
  5.883907120E-02  1.048792369E+01  6.587283046E+00  9.799459909E-02  7.328925661E-01 -3.813429494E-01              NaN              NaN              NaN
  6.242246199E-02  1.112665453E+01  6.775237606E+00  1.117292369E-01  7.664874883E-01 -4.124969230E-01              NaN              NaN              NaN
  6.616887817E-02  1.179444425E+01  6.924986867E+00  1.267130555E-01  7.997858367E-01 -4.430383358E-01              NaN              NaN              NaN
  7.008504005E-02  1.249249074E+01  7.035985204E+00  1.429651935E-01  8.326426680E-01 -4.726578882E-01              NaN              NaN              NaN
  7.417787771E-02  1.322202926E+01  7.108520240E+00  1.604906500E-01  8.648979294E-01 -5.010859553E-01              NaN              NaN              NaN
  7.845453086E-02  1.398433246E+01  7.143613216E+00  1.792770795E-01  8.963787479E-01 -5.280946725E-01              NaN              NaN              NaN
  8.292234787E-02  1.478071015E+01  7.142897084E+00  1.992935257E-01  9.269030000E-01 -5.535017514E-01              NaN              NaN              NaN
  8.758888390E-02  1.561250904E+01  7.108511174E+00  2.204891658E-01  9.562838966E-01 -5.771716907E-01              NaN              NaN              NaN
  9.246189801E-02  1.648111215E+01  7.042995271E+00  2.427922373E-01  9.843353584E-01 -5.990136967E-01              NaN              NaN              NaN
  9.754934928E-02  1.738793816E+01  6.949178043E+00  2.661098406E-01  1.010877661E+00 -6.189760618E-01              NaN              NaN              NaN
  1.028593916E-01  1.833444050E+01  6.830097660E+00  2.903277898E-01  1.035744699E+00 -6.370415470E-01              NaN              NaN              NaN
  1.084003671E-01  1.932210614E+01  6.688908024E+00  3.153118079E-01  1.058796088E+00 -6.532215238E-01              NaN              NaN              NaN
  1.141807987E-01  2.035245424E+01  6.528824175E+00  3.409077269E-01  1.079922988E+00 -6.675506070E-01              NaN              NaN              NaN
  1.202093803E-01  2.142703449E+01  6.353062026E+00  3.669437151E-01  1.099054754E+00 -6.800788620E-01              NaN              NaN              NaN
  1.264949659E-01  2.254742508E+01  6.164787482E+00  3.932349055E-01  1.116150542E+00 -6.908654582E-01              NaN              NaN              NaN
  1.330465568E-01  2.371523050E+01  5.967047933E+00  4.195851090E-01  1.131190470E+00 -6.999771017E-01              NaN              NaN              NaN
  1.398732873E-01  2.493207887E+01  5.762709253E+00  4.457881918E-01  1.144169200E+00 -7.074862529E-01              NaN              NaN              NaN
  1.469844074E-01  2.619961901E+01  5.554409491E+00  4.716333415E-01  1.155093751E+00 -7.134644045E-01              NaN              NaN              NaN
  1.543892645E-01  2.751951709E+01  5.344491239E+00  4.969156408E-01  1.163986155E+00 -7.179708015E-01              NaN              NaN              NaN
  1.620972825E-01  2.889345286E+01  5.134876874E+00  5.214254326E-01  1.170892149E+00 -7.210762900E-01              NaN              NaN              NaN
  1.701179381E-01  3.032311554E+01  4.927197295E+00  5.449738412E-01  1.175905973E+00 -7.228348472E-01              NaN              NaN              NaN
  1.784607353E-01  3.181019918E+01  4.722846601E+00  5.673783735E-01  1.179172479E+00 -7.233026752E-01              NaN              NaN              NaN
  1.871351772E-01  3.335639769E+01  4.522946188E+00  5.884834517E-01  1.180870765E+00 -7.225288722E-01              NaN              NaN              NaN
  1.961507347E-01  3.496339925E+01  4.328407046E+00  6.081516578E-01  1.181189226E+00 -7.205723492E-01              NaN              NaN              NaN
  2.055168134E-01  3.663288038E+01  4.139995313E+00  6.262564993E-01  1.180288019E+00 -7.175016233E-01              NaN              NaN              NaN
  2.152427171E-01  3.836649944E+01  3.958380330E+00  6.426838699E-01  1.178258871E+00 -7.133780633E-01              NaN              NaN              NaN
  2.253376085E-01  4.016588969E+01  3.784104071E+00  6.573543966E-01  1.175106661E+00 -7.082371413E-01              NaN              NaN              NaN
  2.358104677E-01  4.203265178E+01  3.617335251E+00  6.701608732E-01  1.170761745E+00 -7.021408263E-01              NaN              NaN              NaN
  2.466700473E-01  4.396834587E+01  3.457971949E+00  6.810644577E-01  1.165127885E+00 -6.951580703E-01              NaN              NaN              NaN
  2.579248252E-01  4.597448312E+01  3.306392968E+00  6.900056406E-01  1.158171244E+00 -6.873276244E-01              NaN              NaN              NaN
  2.695829546E-01  4.805251679E+01  3.162894635E+00  6.969677631E-01  1.149818506E+00 -6.786914414E-01              NaN              NaN              NaN
  2.816522112E-01  5.020383292E+01  3.027491453E+00  7.019616290E-01  1.139951294E+00 -6.692860199E-01              NaN              NaN              NaN
  2.941399389E-01  5.242974050E+01  2.899790035E+00  7.050085228E-01  1.128441956E+00 -6.591485093E-01              NaN              NaN              NaN
  3.070529917E-01  5.473146129E+01  2.779032891E+00  7.061333242E-01  1.115216662E+00 -6.483242924E-01              NaN              NaN              NaN
  3.203976758E-01  5.711011931E+01  2.664449346E+00  7.053821092E-01  1.100300064E+00 -6.368412178E-01              NaN              NaN              NaN
  3.341796879E-01  5.956672999E+01  2.555782584E+00  7.028026389E-01  1.083779679E+00 -6.246915989E-01              NaN              NaN              NaN
  3.484040536E-01  6.210218914E+01  2.452301384E+00  6.984543612E-01  1.065620518E+00 -6.119556313E-01              NaN              NaN              NaN
  3.630750640E-01  6.471726165E+01  2.353977602E+00  6.924115800E-01  1.046111992E+00 -5.986319011E-01              NaN              NaN              NaN
  3.781962124E-01  6.741257019E+01  2.260652954E+00  6.847555253E-01  1.025566206E+00 -5.847542127E-01              NaN              NaN              NaN
  3.937701307E-01  7.018858387E+01  2.172083372E+00  6.756054725E-01  1.003952809E+00 -5.703640134E-01              NaN              NaN              NaN
  4.097985258E-01  7.304560695E+01  2.088063073E+00  6.651220744E-01  9.808897463E-01 -5.554807329E-01              NaN              NaN              NaN
  4.262821178E-01  7.598376779E+01  2.008358688E+00  6.535020749E-01  9.559451892E-01 -5.400864809E-01              NaN              NaN              NaN
  4.432205795E-01  7.900300808E+01  1.932579895E+00  6.409651073E-01  9.290695355E-01 -5.241443360E-01              NaN              NaN              NaN
  4.606124783E-01  8.210307245E+01  1.860488921E+00  6.277240070E-01  9.007803415E-01 -5.076271567E-01              NaN              NaN              NaN
  4.784552212E-01  8.528349867E+01  1.790815364E+00  6.139335374E-01  8.712495356E-01 -4.905748019E-01              NaN              NaN              NaN
  4.967450030E-01  8.854360854E+01  1.722836433E+00  5.997118183E-01  8.407684104E-01 -4.730153816E-01              NaN              NaN              NaN
  5.154767602E-01  9.188249945E+01  1.656551329E+00  5.851711632E-01  8.099783847E-01 -4.549789511E-01              NaN              NaN              NaN
  5.346441289E-01  9.529903708E+01  1.591686116E+00  5.704356566E-01  7.794088518E-01 -4.365090394E-01              NaN              NaN              NaN
  5.542394094E-01  9.879184894E+01  1.527626103E+00  5.556190926E-01  7.493203293E-01 -4.176213158E-01              NaN              NaN              NaN
  5.742535369E-01  1.023593193E+02  1.463820260E+00  5.407997122E-01  7.196801058E-01 -3.983307733E-01              NaN              NaN              NaN
  5.946760607E-01  1.059995853E+02  1.400315855E+00  5.260205723E-01  6.903350309E-01 -3.786833702E-01              NaN              NaN              NaN
  6.154951302E-01  1.097105346E+02  1.337773266E+00  5.113571579E-01  6.614756593E-01 -3.586787958E-01              NaN              NaN              NaN
  6.366974902E-01  1.134898046E+02  1.276670603E+00  4.969292173E-01  6.335166750E-01 -3.382970821E-01              NaN              NaN              NaN
  6.582684859E-01  1.173347830E+02  1.217216687E+00  4.828989608E-01  6.064707091E-01 -3.175719171E-01              NaN              NaN              NaN
  6.801920762E-01  1.212426105E+02  1.159636179E+00  4.695109872E-01  5.805727903E-01 -2.965243361E-01              NaN              NaN              NaN
  7.024508587E-01  1.252101852E+02  1.103445047E+00  4.570157055E-01  5.558578113E-01 -2.751913512E-01              NaN              NaN              NaN
  7.250261034E-01  1.292341686E+02  1.048242502E+00  4.455760527E-01  5.324690242E-01 -2.536367764E-01              NaN              NaN              NaN
  7.478977982E-01  1.333109935E+02  9.940207143E-01  4.352531012E-01  5.106221737E-01 -2.319208051E-01              NaN              NaN              NaN
  7.710447039E-01  1.374368741E+02  9.411255232E-01  4.260397714E-01  4.904694335E-01 -2.100649812E-01              NaN              NaN              NaN
  7.944444197E-01  1.416078174E+02  8.901681871E-01  4.178902731E-01  4.722381251E-01 -1.880668290E-01              NaN              NaN              NaN
  8.180734588E-01  1.458196371E+02  8.422579918E-01  4.107149166E-01  4.566425589E-01 -1.659174991E-01              NaN              NaN              NaN
  8.419073338E-01  1.500679684E+02  7.981705881E-01  4.044206384E-01  4.435092626E-01 -1.436434311E-01              NaN              NaN              NaN
  8.659206506E-01  1.543482846E+02  7.587834972E-01  3.990018885E-01  4.326224901E-01 -1.212247592E-01              NaN              NaN              NaN
  8.900872113E-01  1.586559163E+02  7.246941865E-01  3.945214354E-01  4.237660449E-01 -9.867518922E-02              NaN              NaN              NaN
  9.143801241E-01  1.629860699E+02  6.963779337E-01  3.910526073E-01  4.169248766E-01 -7.601272365E-02              NaN              NaN              NaN
  9.387719201E-01  1.673338491E+02  6.743955195E-01  3.886404297E-01  4.121441945E-01 -5.325987980E-02              NaN              NaN              NaN
  9.632346757E-01  1.716942768E+02  6.594565646E-01  3.872900236E-01  4.092756291E-01 -3.045761579E-02              NaN              NaN              NaN
  9.877401392E-01  1.760623171E+02  6.522104795E-01  3.869916967E-01  4.079555143E-01 -7.649189075E-03              NaN              NaN              NaN
